"annee" "mois" "co2" "t2Reykjavik" "t2Oslo" "t2Paris" "t2NewYork" "t2Tunis" "t2Alger" "t2Beyrouth" "t2Atlan" "t2Dakar"
"141" 1993 9 353.9475 8.89085666666665 11.1991133333334 16.8624766666667 17.7309633333334 27.60904 24.7535266666667 26.58 26.0994066666667 29.0790933333334
"142" 1993 10 354.252 3.81791612903226 5.72785161290318 11.4965064516129 10.3003 24.305929032258 20.5379193548388 26.5417935483871 24.8262483870968 29.5157064516129
"143" 1993 11 355.6625 2.50858333333332 -1.60217666666665 5.08365333333342 5.65915999999999 19.1355133333333 15.9099933333333 19.2383166666667 23.0110733333333 26.6705733333334
"144" 1993 12 356.9725 -4.96840322580647 -4.71260322580639 7.46120000000002 0.963280645161319 16.1096483870967 14.1788483870968 17.9083612903226 21.9351322580645 25.3087000000001
"145" 1994 1 358.238 -5.33552580645159 -4.73582903225804 6.821770967742 -5.05033548387098 15.1690129032258 12.7812258064516 15.7208451612904 20.7239032258065 23.1783903225806
"146" 1994 2 358.96 -0.993835714285751 -7.57620714285713 6.34881428571424 -4.20756071428576 15.1796178571429 14.1523321428572 14.7316142857143 20.0529535714286 23.7730178571429
"147" 1994 3 360.1975 -2.07124516129034 2.02762580645157 11.7042548387097 2.41374516129036 18.0351580645162 17.2479612903226 15.7347225806452 20.6960064516129 24.2650612903227
"148" 1994 4 361.385 1.78329666666673 7.96927999999997 11.80579 10.0587633333334 17.9195500000001 16.0876366666667 20.6701533333334 20.79577 24.8310733333334
"149" 1994 5 361.614 7.44480000000004 13.0729741935484 16.8505612903226 13.6753677419355 24.2425580645162 23.214864516129 22.1188774193549 21.5021193548387 25.0793516129032
"150" 1994 6 360.6675 8.57319000000001 16.19456 20.17749 21.1932866666667 26.38226 26.0365333333333 24.7203433333333 23.4383833333334 26.2687
"151" 1994 7 359.196 12.2241193548387 24.2040516129032 25.5304741935484 24.0712096774195 29.8733774193549 30.9214225806453 25.9197580645161 24.5311 27.3772838709678
"152" 1994 8 357.0875 11.452064516129 18.0560548387096 22.4772064516129 20.7524516129033 32.0894032258066 32.1034677419356 27.2205258064516 25.4934322580645 28.0881387096775
"153" 1994 9 355.5575 7.11356666666677 11.8521566666666 17.2029366666667 17.12052 28.6481866666667 25.7135766666667 27.84176 25.5535833333333 28.4456
"154" 1994 10 356.184 2.66943225806455 6.90093225806453 14.7679935483871 10.0583419354839 23.808 21.2593258064517 26.8613483870968 25.1782419354839 29.2661967741936
"155" 1994 11 357.7675 0.352423333333434 2.08632333333338 12.41188 8.17781333333329 20.6468066666666 18.6322166666666 18.3213633333334 23.9683866666667 29.2494199999999
"156" 1994 12 358.9675 -3.39375483870964 -0.789025806451548 7.76463225806464 2.64474193548392 16.9425032258064 14.688270967742 14.1111645161291 22.2349258064515 26.9558580645163
"157" 1995 1 359.91 -4.83372903225808 -3.13948709677419 5.9696806451613 2.06155161290326 14.0001806451613 12.5497677419355 14.7748290322581 21.6079709677419 24.2784580645161
"158" 1995 2 361.07 -5.09342142857133 0.791414285714325 9.42002142857149 -2.56563928571427 17.3830964285714 15.5205357142857 15.62225 21.8341321428571 25.3541642857143
"159" 1995 3 361.795 -3.27134838709674 2.18833225806446 8.75230645161292 4.29255806451613 16.2505838709678 15.0322483870967 16.6314258064516 22.3245483870969 23.236770967742
"160" 1995 4 363.212 1.29593999999997 5.85514666666671 11.7677433333334 8.5265466666666 18.40423 17.1532166666666 18.03935 22.3769733333334 23.9362166666667
"161" 1995 5 363.9425 6.99641935483874 11.7181677419355 17.2741 14.6277387096775 23.1146000000001 22.416970967742 21.8039322580645 23.6844387096775 25.6536806451614
"162" 1995 6 363.0475 9.65837666666675 17.0344333333333 19.09981 19.9605766666667 26.1023199999999 25.0879433333334 25.15533 24.44794 27.1670133333333
"163" 1995 7 361.478 10.9914645161291 19.3912774193549 24.8676709677419 24.0707032258064 29.1712677419355 28.981406451613 26.9225354838709 25.9774967741935 28.863835483871
"164" 1995 8 358.7375 10.9765451612904 21.2263677419355 24.7431548387097 22.9280064516129 29.8479903225806 28.7202935483871 27.9460419354838 26.6854290322582 28.8564
"165" 1995 9 358.1975 7.87588333333332 12.17968 17.1896233333333 18.0042233333333 26.4430166666667 24.2894433333335 26.43666 26.3694733333334 29.28793
